Subject,response,corrected_response,entry_number,response_times,domain
S30LA614, BEAVER, beaver,25,2727, animals
S30LA614, FOX, fox,26,1099, animals
S30LA614, nietzche, nietzche,1,6137, authors
S30LA614, shell silverstein, shell silverstein,2,7882, authors
S30LA614, Jane austen, jane austen,3,4506, authors
S30LA614, Charlotte Bronte, charlotte bronte,4,6547, authors
S30LA614, ben lerner, ben lerner,5,19518, authors
S30LA614, teju cole, teju cole,6,2905, authors
S30LA614, Renee gladman, renee gladman,7,3358, authors
S30LA614, toni morrison, toni morrison,8,3252, authors
S30LA614, bell hooks, bell hooks,9,1774, authors
S30LA614, biology, biology,1,2896, college_majors
S30LA614, english, english,2,2504, college_majors
S30LA614, biochemistry, biochemistry,3,4907, college_majors
S30LA614, neuroscience, neuroscience,4,2959, college_majors
S30LA614, psychology, psychology,5,4137, college_majors
S30LA614, classics, classics,6,6098, college_majors
S30LA614, philosophy, philosophy,7,5145, college_majors
S30LA614, education, education,8,1787, college_majors
S30LA614, sociology, sociology,9,2116, college_majors
S30LA614, africana studies, africana studies,10,3555, college_majors
S30LA614, gsws, gsws,11,2299, college_majors
S30LA614, economics, economics,12,3002, college_majors
S30LA614, theatre, theatre,13,1393, college_majors
S30LA614, mathematics, mathematics,14,4358, college_majors
S30LA614, rees, rees,15,1612, college_majors
S30LA614, francophone, francophone,16,4668, college_majors
S30LA614, latinx, latinx,17,1463, college_majors
S30LA614, Lana Del Rey, lana del rey,1,3563, musicians
S30LA614, Frank Ocean, frank ocean,2,2874, musicians
S30LA614, Nina Simone, nina simone,3,2918, musicians
S30LA614, Miles Davis, miles davis,4,2908, musicians
S30LA614, Phoebe Bridgers, phoebe bridgers,5,4442, musicians
S30LA614, The Weeknd, the weeknd,6,2730, musicians
S30LA614, Bad Bunny, bad bunny,7,2257, musicians
S30LA614, Lady Gaga, lady gaga,8,3068, musicians
S30LA614, The Mamas and Papas, the mamas and papas,9,4251, musicians
S30LA614, Fleetwood Mac, fleetwood mac,10,4685, musicians
S30LA614, Jimi Hendrix, jimi hendrix,11,4673, musicians
S30LA614, Prince, prince,12,1985, musicians
S30LA614, Dropkick Murphys, dropkick murphys,13,3800, musicians
S30LA614, Fontaines D.C., fontaines d.c.,14,5359, musicians
S30LA614, Machine Gun Kelly, machine gun kelly,15,4406, musicians
S30LA614, Kendrick Lamar, kendrick lamar,16,3499, musicians
S30LA614, Bruno Mars, bruno mars,17,2477, musicians
S30LA614, SIMONE BILES, simone biles,1,2976, sportspersons
S30LA614, SERENA WILLIAMS, serena williams,2,3102, sportspersons
S30LA614, VENUS WILLIAMS, venus williams,3,2858, sportspersons
S30LA614, USAIN BOLT, usain bolt,4,3412, sportspersons
S30LA614, LINDSAY VON, lindsay von,5,2764, sportspersons
S30LA614, ALYSA LIU, alysa liu,6,2416, sportspersons
S30LA614, ODELL BECKHAM JR, odell beckham jr,7,7299, sportspersons
S30LA614, SAQUON BARKLEY, saquon barkley,8,9766, sportspersons
S30LA614, TOM BRADY, tom brady,9,2850, sportspersons
S30LA614, LEBRON JAMES, lebron james,10,2868, sportspersons
S30LA614, MICHAEL PHELPS, michael phelps,11,7438, sportspersons
S30LA614, SHAUN WHITE, shaun white,12,3745, sportspersons
S30LA614, TONY HAWK, tony hawk,13,4770, sportspersons
S87Q76NA, dog, dog,1,1768.6, animals
S87Q76NA, cat, cat,2,679.7, animals
S87Q76NA, zebra, zebra,3,1100.8, animals
S87Q76NA, caribu, caribu,4,2108.4, animals
S87Q76NA, mouse, mouse,5,1808.6, animals
S87Q76NA, rat, rat,6,585.6, animals
S87Q76NA, cow, cow,7,1005.1, animals
S87Q76NA, pig, pig,8,675.9, animals
S87Q76NA, elephant, elephant,9,1581.2, animals
S87Q76NA, cheetah, cheetah,10,1543.8, animals
S87Q76NA, sparrow, sparrow,11,3441.5, animals
S87Q76NA, crocodile, crocodile,12,2516.4, animals
S87Q76NA, alagator, alagator,13,1782.5, animals
S87Q76NA, hippo, hippo,14,2542.4, animals
S87Q76NA, rhino, rhino,15,2258.7, animals
S87Q76NA, woodpecker, woodpecker,16,2791.8, animals
S87Q76NA, moose, moose,17,2818.5, animals
S87Q76NA, giraffe, giraffe,18,2322.3, animals
S87Q76NA, whale, whale,19,7412.9, animals
S87Q76NA, dolphin, dolphin,20,3453.4, animals
S87Q76NA, jellyfish, jellyfish,21,2083.6, animals
S87Q76NA, turtle, turtle,22,1808.1, animals
S87Q76NA, seahorse, seahorse,23,1842.3, animals
S87Q76NA, lizard, lizard,24,1556.3, animals
S87Q76NA, frog, frog,25,748.1, animals
S87Q76NA, bunny, bunny,26,1662.7, animals
S87Q76NA, pig, pig,27,2777.1, animals
S87Q76NA, rick rioardan, rick rioardan,1,15791.1, authors
S87Q76NA, Jennifer nielson, jennifer nielson,2,2900.5, authors
S87Q76NA, George Martin, george martin,3,7911.4, authors
S87Q76NA, F Scott Fitzgerald, f scott fitzgerald,4,15038.3, authors
S87Q76NA, philosophy, philosophy,1,2423.3, college_majors
S87Q76NA, bio, bio,2,1234.1, college_majors
S87Q76NA, chem, chem,3,667.8, college_majors
S87Q76NA, biochem, biochem,4,1316.4, college_majors
S87Q76NA, chemical physics, chemical physics,5,2064.9, college_majors
S87Q76NA, english, english,6,1199.1, college_majors
S87Q76NA, history, history,7,1258.9, college_majors
S87Q76NA, sociology, sociology,8,1683.1, college_majors
S87Q76NA, psych, psych,9,1299.7, college_majors
S87Q76NA, math, math,10,1151.4, college_majors
S87Q76NA, DCS, dcs,11,1207.2, college_majors
S87Q76NA, Comp sci., comp sci.,12,2269.9, college_majors
S87Q76NA, latin studies, latin studies,13,4922, college_majors
S87Q76NA, francophone studies, francophone studies,14,4234.9, college_majors
S87Q76NA, spanish, spanish,15,1543.3, college_majors
S87Q76NA, Africana, africana,16,1925.7, college_majors
S87Q76NA, Urban Studies, urban studies,17,2238.8, college_majors
S87Q76NA, Visual art, visual art,18,6273.3, college_majors
S87Q76NA, art history, art history,19,3003.7, college_majors
S87Q76NA, anthro, anthro,20,13473.3, college_majors
S87Q76NA, taylor swift, taylor swift,1,2769.5, musicians
S87Q76NA, elvis, elvis,2,1266.8, musicians
S87Q76NA, MJ, mj,3,933.1, musicians
S87Q76NA, Olivia rodrigo, olivia rodrigo,4,3300.7, musicians
S87Q76NA, Goo goo dolls, goo goo dolls,5,3157.6, musicians
S87Q76NA, Bad bunny, bad bunny,6,9764, musicians
S87Q76NA, The weekend, the weekend,7,2011.9, musicians
S87Q76NA, Sabrina Carpenter, sabrina carpenter,8,6580.1, musicians
S87Q76NA, Eminem, eminem,9,4957.8, musicians
S87Q76NA, Dr. Dre, dr. dre,10,1842, musicians
S87Q76NA, Big x the plug, big x the plug,11,3176.9, musicians
S87Q76NA, Lil Dirk, lil dirk,12,2383.7, musicians
S87Q76NA, Lil Baby, lil baby,13,1816.3, musicians
S87Q76NA, 6ix9ine, 6ix9ine,14,3275.3, musicians
S87Q76NA, johnny cash, johnny cash,15,5649.8, musicians
S87Q76NA, Tom brady, tom brady,1,2238.3, sportspersons
S87Q76NA, rob gronk, rob gronk,2,2280.8, sportspersons
S87Q76NA, julian edleman, julian edleman,3,2341.7, sportspersons
S87Q76NA, devin mccourty, devin mccourty,4,3258.5, sportspersons
S87Q76NA, jason mccourty, jason mccourty,5,2666.5, sportspersons
S87Q76NA, devin hester, devin hester,6,2266.8, sportspersons
S87Q76NA, John Elway, john elway,7,3833.4, sportspersons
S87Q76NA, Peyton Manning, peyton manning,8,2500.1, sportspersons
S87Q76NA, Eli Manning, eli manning,9,1786.1, sportspersons
S87Q76NA, Rhamondre Stevenson, rhamondre stevenson,10,3305.6, sportspersons
S87Q76NA, Brady Tkachuk, brady tkachuk,11,4842.7, sportspersons
S87Q76NA, Connor Hellebuyck, connor hellebuyck,12,5198.3, sportspersons
S87Q76NA, Connor McDavid, connor mcdavid,13,3227.6, sportspersons
S87Q76NA, Big Papi, big papi,14,2091.8, sportspersons
S87Q76NA, Garret Crochet, garret crochet,15,3540.7, sportspersons
S87Q76NA, Raphael Devers, raphael devers,16,4790.4, sportspersons
S87Q76NA, Drake Maye, drake maye,17,4902.9, sportspersons
S87Q76NA, Caleb Williams, caleb williams,18,1721.3, sportspersons
S87Q76NA, Jydan Daniels, jydan daniels,19,2361.5, sportspersons
SENRROOG, dog, dog,1,1427.9, animals
SENRROOG, cat, cat,2,716.6, animals
SENRROOG, rat, rat,3,600.4, animals
SENRROOG, mouse, mouse,4,2116.5, animals
SENRROOG, crocodile, crocodile,5,2576.8, animals
SENRROOG, giraffe, giraffe,6,1849.5, animals
SENRROOG, hippo, hippo,7,1757, animals
SENRROOG, lion, lion,8,933.2, animals
SENRROOG, tiger, tiger,9,1554, animals
SENRROOG, elephant, elephant,10,1965, animals
SENRROOG, rabbit, rabbit,11,4180.9, animals
SENRROOG, deer, deer,12,670.1, animals
SENRROOG, moose, moose,13,962.9, animals
SENRROOG, bird, bird,14,4683.5, animals
SENRROOG, hawk, hawk,15,1623.1, animals
SENRROOG, zebra, zebra,16,3576.9, animals
SENRROOG, donkey, donkey,17,5733.5, animals
SENRROOG, horse, horse,18,933.3, animals
SENRROOG, mule, mule,19,2094.9, animals
SENRROOG, penguin, penguin,20,1793.8, animals
SENRROOG, lemur, lemur,21,2722.6, animals
SENRROOG, wolf, wolf,22,2843.6, animals
SENRROOG, snake, snake,23,4103, animals
SENRROOG, armadillo, armadillo,24,5183.9, animals
SENRROOG, r f kuang, r f kuang,1,3521.2, authors
SENRROOG, david henry thereau, david henry thereau,2,7182.3, authors
SENRROOG, malcolm gladwell, malcolm gladwell,3,3692.1, authors
SENRROOG, jk rowling, jk rowling,4,5915.2, authors
SENRROOG, colleen hoover, colleen hoover,5,8983.6, authors
SENRROOG, kurt vonnegut, kurt vonnegut,6,8509.5, authors
SENRROOG, art, art,1,1691, college_majors
SENRROOG, art history, art history,2,1499.8, college_majors
SENRROOG, asian studies, asian studies,3,1839.2, college_majors
SENRROOG, africana studies, africana studies,4,2330.4, college_majors
SENRROOG, mathematics, mathematics,5,1466.8, college_majors
SENRROOG, history, history,6,1897, college_majors
SENRROOG, government, government,7,3286.7, college_majors
SENRROOG, nursing, nursing,8,3630.1, college_majors
SENRROOG, english, english,9,3391.3, college_majors
SENRROOG, spanish, spanish,10,1731.1, college_majors
SENRROOG, french, french,11,1227.4, college_majors
SENRROOG, german, german,12,1064.8, college_majors
SENRROOG, russian, russian,13,1304.9, college_majors
SENRROOG, philosophy, philosophy,14,5484.2, college_majors
SENRROOG, psychology, psychology,15,3352.1, college_majors
SENRROOG, sociology, sociology,16,2898.6, college_majors
SENRROOG, biology, biology,17,2912.8, college_majors
SENRROOG, physics, physics,18,1409.4, college_majors
SENRROOG, chemistry, chemistry,19,4940.4, college_majors
SENRROOG, biochemistry, biochemistry,20,2683.1, college_majors
SENRROOG, music, music,21,860.8, college_majors
SENRROOG, environmental studies, environmental studies,22,5860.1, college_majors
SENRROOG, urban studies, urban studies,23,2885.2, college_majors
SENRROOG, yo yo ma, yo yo ma,1,4136.9, musicians
SENRROOG, bach, bach,2,967.2, musicians
SENRROOG, beethoven, beethoven,3,1359.3, musicians
SENRROOG, jacob collier, jacob collier,4,9042.7, musicians
SENRROOG, mozart, mozart,5,15654.8, musicians
SENRROOG, ronaldo, ronaldo,1,4976, sportspersons
SENRROOG, messi, messi,2,1110.2, sportspersons
SENRROOG, verstappen, verstappen,3,4203.3, sportspersons
SENRROOG, kobe, kobe,4,5803.9, sportspersons
SENRROOG, serena williams, serena williams,5,14727.3, sportspersons
SENRROOG, venus williams, venus williams,6,2558.9, sportspersons
SENRROOG, drake maye, drake maye,7,6422.8, sportspersons
SENRROOG, tom brady, tom brady,8,3441.1, sportspersons
SENRROOG, travis kelce, travis kelce,9,6452.4, sportspersons
SENRROOG, jason kelce, jason kelce,10,4766.7, sportspersons
T6E9EPOZ, Cat, cat,1,2107.5, animals
T6E9EPOZ, Dog, dog,2,1998.8, animals
T6E9EPOZ, Bat, bat,3,1229.9, animals
T6E9EPOZ, Horse, horse,4,1656.7, animals
T6E9EPOZ, Cow, cow,5,730.7, animals
T6E9EPOZ, Frog, frog,6,3534.3, animals
T6E9EPOZ, Owl, owl,7,4282.6, animals
T6E9EPOZ, Axolotl, axolotl,8,3137.7, animals
T6E9EPOZ, Rabbit, rabbit,9,3724.3, animals
T6E9EPOZ, Rat, rat,10,953.5, animals
T6E9EPOZ, Mouse, mouse,11,1233.6, animals
T6E9EPOZ, Squirrel, squirrel,12,2221.3, animals
T6E9EPOZ, Bear, bear,13,5230.4, animals
T6E9EPOZ, Elephant, elephant,14,3348.2, animals
T6E9EPOZ, Nightingale, nightingale,15,10585.1, animals
T6E9EPOZ, Fyodor Dostoevsky, fyodor dostoevsky,1,12075.4, authors
T6E9EPOZ, Leo Tolstoy, leo tolstoy,2,7032.4, authors
T6E9EPOZ, Nghi Vo, nghi vo,3,19516.6, authors
T6E9EPOZ, CM Machado, cm machado,4,14887.5, authors
T6E9EPOZ, Biochemistry, biochemistry,1,4242.4, college_majors
T6E9EPOZ, Chemistry, chemistry,2,2466.8, college_majors
T6E9EPOZ, Biology, biology,3,1587.4, college_majors
T6E9EPOZ, Physics, physics,4,2544.3, college_majors
T6E9EPOZ, Art, art,5,1029.2, college_majors
T6E9EPOZ, Art History, art history,6,3709.6, college_majors
T6E9EPOZ, History, history,7,2277.8, college_majors
T6E9EPOZ, English, english,8,2068.4, college_majors
T6E9EPOZ, Asian Studies, asian studies,9,2683.3, college_majors
T6E9EPOZ, Neuroscience, neuroscience,10,2034.7, college_majors
T6E9EPOZ, Russian, russian,11,8485.1, college_majors
T6E9EPOZ, Earth and Ocean Studies, earth and ocean studies,12,9979.9, college_majors
T6E9EPOZ, Government and Law, government and law,13,9633.9, college_majors
T6E9EPOZ, Business, business,14,3003.3, college_majors
T6E9EPOZ, Halsey, halsey,1,2504.8, musicians
T6E9EPOZ, Adele, adele,2,7692.1, musicians
T6E9EPOZ, Beyonce, beyonce,3,3058.1, musicians
T6E9EPOZ, The Weeknd, the weeknd,4,22890.1, musicians
T6E9EPOZ, Britney Spears, britney spears,5,7880.3, musicians
T6E9EPOZ, Bad Bunny, bad bunny,6,4789.4, musicians
T6E9EPOZ, Michael Jordan, michael jordan,1,4126.2, sportspersons
T6E9EPOZ, Serena Williams, serena williams,2,3577.7, sportspersons
TPWBA9PZ, cat, cat,1,2275.6, animals
TPWBA9PZ, dog, dog,2,1210.7, animals
TPWBA9PZ, rhino, rhino,3,1525.9, animals
TPWBA9PZ, snail, snail,4,2464.3, animals
TPWBA9PZ, goldfish, goldfish,5,5118.3, animals
TPWBA9PZ, armadilos, armadillos,6,2825.8, animals
TPWBA9PZ, kangaroo, kangaroo,7,7856.4, animals
TPWBA9PZ, koala, koala,8,5218.1, animals
TPWBA9PZ, racoon, raccoon,9,3166.6, animals
TPWBA9PZ, hermann hesse, hermann hesse,1,2884.2, authors
TPWBA9PZ, don delilo, don delillo,2,4593.3, authors
TPWBA9PZ, cunshangchunshu, cunshangchunshu,3,2367.6, authors
TPWBA9PZ, yuhua, yuhua,4,1681.8, authors
TPWBA9PZ, luxun, luxun,5,1600.1, authors
TPWBA9PZ, jung, jung,6,8098.3, authors
TPWBA9PZ, italo calvino, italo calvino,7,11676.1, authors
TPWBA9PZ, ts eliot, t.s. eliot,8,3716.8, authors
TPWBA9PZ, langston hughes, langston hughes,9,2159.8, authors
TPWBA9PZ, neuroscience, neuroscience,1,2257.8, college_majors
TPWBA9PZ, biology, biology,2,1277, college_majors
TPWBA9PZ, mathematics, mathematics,3,2826, college_majors
TPWBA9PZ, computer science, computer science,4,2523.8, college_majors
TPWBA9PZ, psychology, psychology,5,1809, college_majors
TPWBA9PZ, philosophy, philosophy,6,2033.2, college_majors
TPWBA9PZ, english literature, english literature,7,3314.5, college_majors
TPWBA9PZ, italian studies, italian studies,8,2827.2, college_majors
TPWBA9PZ, francophone studies, francophone studies,9,3022.3, college_majors
TPWBA9PZ, anthropology, anthropology,10,2560.1, college_majors
TPWBA9PZ, sociology, sociology,11,1365.9, college_majors
TPWBA9PZ, archaeology, archaeology,12,4691.3, college_majors
TPWBA9PZ, science and society, science and society,13,11376.4, college_majors
TPWBA9PZ, chinese, chinese,14,1308.6, college_majors
TPWBA9PZ, asian studies, asian studies,15,2043.2, college_majors
TPWBA9PZ, arabian studies, arabian studies,16,4189.2, college_majors
TPWBA9PZ, ecology, ecology,17,7442.8, college_majors
TPWBA9PZ, taylor swift, taylor swift,1,2737.3, musicians
TPWBA9PZ, ed sheeran, ed sheeran,2,3240, musicians
TPWBA9PZ, sabrina, sabrina,3,15759.1, musicians
TPWBA9PZ, selina gomez, selena gomez,4,8609.8, musicians
TPWBA9PZ, black pink, blackpink,5,2492.8, musicians
TPWBA9PZ, kobe, kobe,1,2911.5, sportspersons
U2N1A8VX, dog, dog,1,1626.2, animals
U2N1A8VX, cat, cat,2,668.7, animals
U2N1A8VX, monkey, monkey,3,3362.8, animals
U2N1A8VX, horse, horse,4,1401.3, animals
U2N1A8VX, zebra, zebra,5,2929.9, animals
U2N1A8VX, antelope, antelope,6,3294.9, animals
U2N1A8VX, anteater, anteater,7,1974.1, animals
U2N1A8VX, jaguar, jaguar,8,3635.3, animals
U2N1A8VX, mustang, mustang,9,1873.5, animals
U2N1A8VX, lion, lion,10,3345.9, animals
U2N1A8VX, fish, fish,11,8898.3, animals
U2N1A8VX, clownfish, clownfish,12,5222.4, animals
U2N1A8VX, dolphin, dolphin,13,2029.8, animals
U2N1A8VX, whale, whale,14,1755.4, animals
U2N1A8VX, mule, mule,15,7842.7, animals
U2N1A8VX, chicken, chicken,16,3505.1, animals
U2N1A8VX, rooster, rooster,17,1400, animals
U2N1A8VX, john baldacci, john baldacci,1,4499.6, authors
U2N1A8VX, tolstoy, tolstoy,2,3144, authors
U2N1A8VX, jane austen, jane austen,3,3182.6, authors
U2N1A8VX, dante, dante,4,5882.5, authors
U2N1A8VX, charles dickens, charles dickens,5,6051.6, authors
U2N1A8VX, jo piazza, jo piazza,6,7191, authors
U2N1A8VX, emily bronte, emily brontë,7,14188.3, authors
U2N1A8VX, economics, economics,1,2058.7, college_majors
U2N1A8VX, psychology, psychology,2,2708.6, college_majors
U2N1A8VX, sociology, sociology,3,2091.6, college_majors
U2N1A8VX, art history, art history,4,3168, college_majors
U2N1A8VX, history, history,5,1514.8, college_majors
U2N1A8VX, arts, arts,6,1411.1, college_majors
U2N1A8VX, music, music,7,2331.9, college_majors
U2N1A8VX, literature, literature,8,3829.3, college_majors
U2N1A8VX, romance languages, romance languages,9,5893.8, college_majors
U2N1A8VX, hispanic studies, hispanic studies,10,6309.5, college_majors
U2N1A8VX, italian studies, italian studies,11,4416.6, college_majors
U2N1A8VX, francophone studies, francophone studies,12,3016.8, college_majors
U2N1A8VX, government, government,13,4066.6, college_majors
U2N1A8VX, anthropology, anthropology,14,5669.6, college_majors
U2N1A8VX, math, math,15,4239.2, college_majors
U2N1A8VX, computer science, computer science,16,2995.2, college_majors
U2N1A8VX, neuroscience, neuroscience,17,2422.6, college_majors
U2N1A8VX, Olivia Dean, olivia dean,1,4243.5, musicians
U2N1A8VX, Harry Styles, harry styles,2,2563, musicians
U2N1A8VX, Blues Brothers, blues brothers,3,3167.6, musicians
U2N1A8VX, Van Halen, van halen,4,3359, musicians
U2N1A8VX, Eric Clapton, eric clapton,5,4875.6, musicians
U2N1A8VX, Barry Manilow, barry manilow,6,5271.2, musicians
U2N1A8VX, Neil Diamond, neil diamond,7,3606.1, musicians
U2N1A8VX, Zac Top, zac top,8,4597.2, musicians
U2N1A8VX, Zac Brown, zac brown,9,2602.3, musicians
U2N1A8VX, George Strait, george strait,10,11530.9, musicians
U2N1A8VX, Willie Nelson, willie nelson,11,7292.4, musicians
U2N1A8VX, Roman Anthony, roman anthony,1,3277, sportspersons
U2N1A8VX, David Ortiz, david ortiz,2,3212.3, sportspersons
U2N1A8VX, Jeremy Swayman, jeremy swayman,3,5394.1, sportspersons
U2N1A8VX, Pederoia, pederoia,4,7592.5, sportspersons
U2N1A8VX, Ullman, ullman,5,3757.6, sportspersons
U2N1A8VX, Eichel, eichel,6,4858.1, sportspersons
U2N1A8VX, Ovechkin, ovechkin,7,4163.9, sportspersons
U2N1A8VX, TJ Oshie, tj oshie,8,6869.9, sportspersons
U2N1A8VX, Steph Curry, steph curry,9,10374, sportspersons
U2N1A8VX, Michael Jordan, michael jordan,10,5833.8, sportspersons
U4TQC9J3, giraffe, giraffe,1,2430.5, animals
U4TQC9J3, lion, lion,2,2279.7, animals
U4TQC9J3, tiger, tiger,3,1752.4, animals
U4TQC9J3, dragonfly, dragonfly,4,2108.5, animals
U4TQC9J3, fly, fly,5,1606.4, animals
U4TQC9J3, spider, spider,6,1393, animals
U4TQC9J3, monkey, monkey,7,1154.7, animals
U4TQC9J3, gorilla, gorilla,8,2225, animals
U4TQC9J3, parrot, parrot,9,1188.9, animals
U4TQC9J3, parakeet, parakeet,10,1450, animals
U4TQC9J3, cat, cat,11,1475.3, animals
U4TQC9J3, dog, dog,12,2616, animals
U4TQC9J3, rat, rat,13,702.5, animals
U4TQC9J3, mouse, mouse,14,2356, animals
U4TQC9J3, chinchilla, chinchilla,15,2862.3, animals
U4TQC9J3, baboon, baboon,16,1892.6, animals
U4TQC9J3, human, human,17,1522.4, animals
U4TQC9J3, fish, fish,18,1358.2, animals
U4TQC9J3, shark, shark,19,1633.5, animals
U4TQC9J3, goldfish, goldfish,20,3852.8, animals
U4TQC9J3, penguin, penguin,21,3588.7, animals
U4TQC9J3, polar bear, polar bear,22,2133.3, animals
U4TQC9J3, leech, leech,23,2955.3, animals
U4TQC9J3, tick, tick,24,2357.6, animals
U4TQC9J3, deer, deer,25,1878.1, animals
U4TQC9J3, antelope, antelope,26,1412.6, animals
U4TQC9J3, cheetah, cheetah,27,1837.9, animals
U4TQC9J3, panther, panther,28,4484.2, animals
U4TQC9J3, Cormac McCarthy, cormac mccarthy,1,4260.7, authors
U4TQC9J3, John Steinbeck, john steinbeck,2,5383.4, authors
U4TQC9J3, Mary Oliver, mary oliver,3,5541.7, authors
U4TQC9J3, Joan Didion, joan didion,4,3666.9, authors
U4TQC9J3, Barbara Kingsolver, barbara kingsolver,5,5685.2, authors
U4TQC9J3, Robert Frost, robert frost,6,11455.9, authors
U4TQC9J3, Edgar Allen Poe, edgar allan poe,7,5793.4, authors
U4TQC9J3, Sylvia Plath, sylvia plath,8,6519.4, authors
U4TQC9J3, Tara Westover, tara westover,9,9408.2, authors
U4TQC9J3, anthropology, anthropology,1,2049.5, college_majors
U4TQC9J3, sociology, sociology,2,1834.3, college_majors
U4TQC9J3, physics, physics,3,3228.5, college_majors
U4TQC9J3, africana studies, africana studies,4,3129.2, college_majors
U4TQC9J3, asian studies, asian studies,5,1785, college_majors
U4TQC9J3, history, history,6,1643.6, college_majors
U4TQC9J3, government and legal studies, government and legal studies,7,4600.6, college_majors
U4TQC9J3, psychology, psychology,8,2701.8, college_majors
U4TQC9J3, economics, economics,9,2551.9, college_majors
U4TQC9J3, computer science, computer science,10,2091.2, college_majors
U4TQC9J3, english, english,11,2170.3, college_majors
U4TQC9J3, biology, biology,12,1055.3, college_majors
U4TQC9J3, chemistry, chemistry,13,3854.8, college_majors
U4TQC9J3, math, math,14,3735, college_majors
U4TQC9J3, education, education,15,2156.9, college_majors
U4TQC9J3, engineering, engineering,16,4136.6, college_majors
U4TQC9J3, philosophy, philosophy,17,14766.7, college_majors
U4TQC9J3, Elliot Smith, elliot smith,1,2896.1, musicians
U4TQC9J3, Dominic Fike, dominic fike,2,1738.9, musicians
U4TQC9J3, Adrienne Lenker, adrienne lenker,3,4612.1, musicians
U4TQC9J3, Sufjan Stevens, sufjan stevens,4,2594.6, musicians
U4TQC9J3, Lizzy McAlpine, lizzy mcalpine,5,2834.2, musicians
U4TQC9J3, Dodie, dodie,6,1829.6, musicians
U4TQC9J3, Noah Kahan, noah kahan,7,3701.7, musicians
U4TQC9J3, Bruce Springsteen, bruce springsteen,8,5239.6, musicians
U4TQC9J3, Don McLean, don mclean,9,5765.2, musicians
U4TQC9J3, Miley Cyrus, miley cyrus,10,7046.1, musicians
U4TQC9J3, Katy Perry, katy perry,11,2621.5, musicians
U4TQC9J3, Taylor Swift, taylor swift,12,5026.8, musicians
U4TQC9J3, Kendrick Lamar, kendrick lamar,13,7713.8, musicians
U4TQC9J3, Drake, drake,14,2603, musicians
U4TQC9J3, Bad Bunny, bad bunny,15,3286.8, musicians
U4TQC9J3, Stephen Curry, stephen curry,1,3517.5, sportspersons
U4TQC9J3, Megan Rapinoe, megan rapinoe,2,3580.2, sportspersons
U4TQC9J3, Tom Brady, tom brady,3,18485.4, sportspersons
U4TQC9J3, Babe Ruth, babe ruth,4,5368.6, sportspersons
U4TQC9J3, Simone Biles, simone biles,5,9938, sportspersons
U4TQC9J3, Ilia Malinin, ilia malinin,6,2804.1, sportspersons
U7RW6MVC, whale, whale,1,2158.1, animals
U7RW6MVC, mouse, mouse,2,2031.2, animals
U7RW6MVC, lion, lion,3,1306.7, animals
U7RW6MVC, cat, cat,4,1003.5, animals
U7RW6MVC, dog, dog,5,1157.4, animals
U7RW6MVC, dolphin, dolphin,6,2461, animals
U7RW6MVC, lemur, lemur,7,1470.5, animals
U7RW6MVC, monkey, monkey,8,1697, animals
U7RW6MVC, gorilla, gorilla,9,1743.5, animals
U7RW6MVC, hamster, hamster,10,1627.7, animals
U7RW6MVC, lizard, lizard,11,1643.4, animals
U7RW6MVC, iguana, iguana,12,2200.6, animals
U7RW6MVC, cheetah, cheetah,13,1793.3, animals
U7RW6MVC, anaconda, anaconda,14,3106.6, animals
U7RW6MVC, fish, fish,15,3244.1, animals
U7RW6MVC, bird, bird,16,1968.8, animals
U7RW6MVC, hedgehog, hedgehog,17,5336.9, animals
U7RW6MVC, boar, boar,18,1229.4, animals
U7RW6MVC, cow, cow,19,1567.6, animals
U7RW6MVC, horse, horse,20,1266.6, animals
U7RW6MVC, pig, pig,21,2039.4, animals
U7RW6MVC, mole, mole,22,4880.2, animals
U7RW6MVC, rabbit, rabbit,23,2271.4, animals
U7RW6MVC, rooster, rooster,24,2838.5, animals
U7RW6MVC, donkey, donkey,25,1841.6, animals
U7RW6MVC, sheep, sheep,26,3277.2, animals
U7RW6MVC, bat, bat,27,2183.9, animals
U7RW6MVC, hawthorne, hawthorne,1,5401.9, authors
U7RW6MVC, longfellow, longfellow,2,2888.5, authors
U7RW6MVC, rowling, rowling,3,3925.4, authors
U7RW6MVC, towles, towles,4,4770.6, authors
U7RW6MVC, hurston, hurston,5,3869, authors
U7RW6MVC, wilder, wilder,6,1650.6, authors
U7RW6MVC, capote, capote,7,2974, authors
U7RW6MVC, shakespeare, shakespeare,8,10426.6, authors
U7RW6MVC, twain, twain,9,9628.4, authors
U7RW6MVC, tran, tran,10,11594.7, authors
U7RW6MVC, english, english,1,3338.5, college_majors
U7RW6MVC, computer science, computer science,2,4218.6, college_majors
U7RW6MVC, math, math,3,1614.5, college_majors
U7RW6MVC, biochemistry, biochemistry,4,4770, college_majors
U7RW6MVC, french, french,5,4870.7, college_majors
U7RW6MVC, spanish, spanish,6,2219.8, college_majors
U7RW6MVC, classics, classics,7,2331.7, college_majors
U7RW6MVC, german, german,8,2402, college_majors
U7RW6MVC, psychology, psychology,9,3616.8, college_majors
U7RW6MVC, political science, political science,10,4462.6, college_majors
U7RW6MVC, philosophy, philosophy,11,5766.6, college_majors
U7RW6MVC, visual arts, visual arts,12,3033.3, college_majors
U7RW6MVC, theater, theater,13,3626.7, college_majors
U7RW6MVC, dance, dance,14,2059.6, college_majors
